idcode,age,race,married,never_married,grade,collgrad,south,smsa,c_city,industry,occupation,union,wage,hours,ttl_exp,tenure
3542,35,1,1,0,11.0,0,0,0,0,11.0,8.0,0.0,5.225441,40.0,21.692307,1.9166666
3546,39,1,1,0,18.0,1,1,1,0,11.0,1.0,0.0,10.442829,43.0,16.711538,3.1666667
3549,43,1,1,0,18.0,1,0,0,0,11.0,13.0,1.0,9.1867914,40.0,19.916666,19.916666
3551,38,1,1,0,12.0,0,1,1,0,6.0,3.0,0.0,7.7455678,10.0,12.589744,0.0
3552,38,1,1,0,16.0,1,0,1,0,11.0,1.0,0.0,15.297906,24.0,15.320513,13.833333
3553,36,1,1,0,16.0,1,1,1,0,11.0,3.0,0.0,7.1658564,35.0,16.442308,15.166667
3555,41,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,5.5716572,50.0,13.615385,2.8333333
3558,40,1,1,0,12.0,0,0,1,0,6.0,8.0,0.0,9.6618366,25.0,14.096154,3.0833333
3563,41,1,1,0,12.0,0,0,1,1,4.0,6.0,1.0,10.466988,40.0,11.230769,3.0
3566,41,3,1,0,17.0,1,0,1,1,8.0,3.0,0.0,10.064413,20.0,12.282051,0.83333331
3569,41,1,1,0,17.0,1,0,1,0,11.0,3.0,0.0,7.9629631,35.0,7.5384617,1.0
3570,38,1,1,0,14.0,0,0,1,0,7.0,4.0,0.0,18.590981,50.0,11.596154,1.4166666
3571,42,1,0,1,15.0,0,0,1,0,11.0,1.0,0.0,4.64573,80.0,18.839745,1.6666666
3573,38,1,0,0,8.0,0,0,0,0,3.0,2.0,1.0,9.6537819,40.0,12.243589,5.0
3584,42,1,1,0,14.0,0,0,1,1,5.0,3.0,1.0,8.8566837,45.0,12.865384,9.0
3589,37,2,0,1,14.0,1,1,1,1,11.0,3.0,0.0,3.7198057,60.0,8.3205128,0.083333336
3590,44,1,0,0,13.0,0,1,1,1,4.0,3.0,0.0,6.0386477,40.0,11.923077,3.3333333
3593,44,1,1,0,12.0,0,0,1,0,6.0,2.0,0.0,6.9645681,40.0,16.576923,1.4166666
3595,35,2,0,0,14.0,0,0,1,0,5.0,3.0,1.0,10.917872,46.0,7.25,2.6666667
3602,39,2,0,0,12.0,0,1,1,1,11.0,3.0,1.0,7.4396124,40.0,13.788462,5.25
3603,38,2,0,1,16.0,1,0,1,1,11.0,3.0,1.0,9.0901718,40.0,17.634615,2.25
3604,43,1,0,1,12.0,0,0,1,1,7.0,3.0,1.0,6.2882428,48.0,17.333334,17.333334
3611,39,2,1,0,12.0,0,0,1,0,11.0,3.0,1.0,7.1578097,40.0,16.608974,6.25
3612,35,1,1,0,13.0,0,0,1,0,11.0,3.0,0.0,3.9694011,26.0,5.1538463,3.0833333
3624,43,1,1,0,12.0,0,0,1,0,6.0,4.0,0.0,8.0515299,20.0,19.249998,3.5
3626,38,3,1,0,15.0,0,0,1,1,11.0,3.0,0.0,7.4396124,40.0,16.262819,2.8333333
3627,40,1,1,0,15.0,0,0,1,0,11.0,1.0,0.0,11.497585,24.0,12.461538,7.25
3630,44,3,1,0,12.0,0,0,1,0,11.0,8.0,0.0,6.0386477,40.0,20.608976,3.4166667
3631,41,1,1,0,16.0,1,0,1,0,11.0,1.0,0.0,17.206116,45.0,18.756411,18.75
3634,35,2,1,0,9.0,0,1,0,0,4.0,6.0,0.0,3.7037024,40.0,12.935897,1.8333334
3636,43,1,0,0,12.0,0,0,1,0,6.0,6.0,0.0,2.6328492,15.0,4.6153846,3.5833333
3637,40,1,1,0,12.0,0,0,1,1,11.0,2.0,,3.220612,25.0,6.3846154,6.3333335
3640,36,1,1,0,13.0,0,0,0,0,11.0,3.0,1.0,4.3397741,15.0,9.5576925,0.83333331
3641,39,1,0,0,12.0,0,0,1,0,12.0,3.0,0.0,7.2785773,40.0,11.576923,0.83333331
3642,45,1,1,0,17.0,1,1,0,0,6.0,6.0,,3.3444817,29.0,14.615383,0.58333331
3643,43,1,1,0,12.0,0,1,1,0,11.0,3.0,0.0,5.152977,40.0,7.4358974,2.6666667
3648,36,1,1,0,11.0,0,0,1,0,8.0,3.0,,40.198082,40.0,5.3205128,1.25
3651,44,2,1,0,13.0,0,0,1,1,12.0,3.0,1.0,12.077295,40.0,21.794872,21.75
3658,35,1,1,0,12.0,0,0,1,0,11.0,8.0,0.0,5.5797076,40.0,13.846153,4.0833335
3659,35,1,0,0,13.0,0,0,1,0,8.0,3.0,,7.5250835,40.0,15.673077,0.25
3660,40,1,1,0,12.0,0,0,1,0,6.0,3.0,,4.7240787,15.0,7.8076925,4.8333335
3661,34,1,1,0,12.0,0,0,1,0,5.0,3.0,1.0,10.933973,38.0,14.865385,14.833333
3664,37,1,1,0,12.0,0,0,1,0,7.0,2.0,0.0,8.6634407,40.0,16.5,1.5
3665,39,1,0,0,12.0,0,0,1,0,4.0,6.0,1.0,11.650559,50.0,14.326923,5.1666665
3666,44,1,0,0,14.0,0,0,0,0,12.0,1.0,1.0,10.22544,40.0,19.26923,18.666666
3667,38,1,1,0,15.0,0,0,1,1,6.0,3.0,0.0,8.4541073,25.0,19.833334,19.833334
3669,45,1,1,0,16.0,1,0,0,0,4.0,4.0,0.0,3.0112722,36.0,5.0384617,1.5
3670,41,1,0,0,13.0,0,1,1,0,6.0,8.0,,5.1457109,20.0,14.903847,0.083333336
3672,45,1,0,0,12.0,0,0,1,0,6.0,3.0,1.0,6.1996756,28.0,6.1730771,1.5833334
3674,45,1,1,0,18.0,1,0,1,0,11.0,1.0,0.0,11.159413,20.0,20.320513,0.83333331
3675,41,1,0,0,13.0,0,0,1,0,6.0,1.0,0.0,8.4541073,40.0,5.2692308,0.0
3678,39,1,1,0,14.0,0,0,0,0,12.0,3.0,0.0,13.56813,40.0,12.134616,0.33333334
3681,36,2,0,1,13.0,0,0,1,1,8.0,3.0,0.0,11.610305,40.0,14.576923,13.833333
3688,43,1,1,0,14.0,0,0,1,0,5.0,3.0,0.0,17.665049,40.0,18.211538,0.91666669
3689,40,1,0,0,12.0,0,0,1,0,6.0,8.0,0.0,6.4412241,24.0,9.0064106,4.3333335
3691,39,1,1,0,4.0,0,0,1,0,6.0,6.0,0.0,2.6167471,40.0,8.6089745,0.5
3692,35,1,1,0,13.0,0,0,1,0,11.0,8.0,,2.9264214,10.0,15.512821,15.0
3695,37,1,0,0,12.0,0,0,1,0,5.0,5.0,0.0,5.6360707,45.0,10.333333,6.4166665
3699,43,1,0,0,18.0,1,0,1,0,5.0,3.0,,9.1973238,40.0,18.121796,0.25
3701,44,1,0,0,15.0,0,0,1,0,4.0,2.0,0.0,11.264089,55.0,10.75,7.5833335
3702,43,1,1,0,15.0,0,0,0,0,11.0,1.0,0.0,13.269226,40.0,20.211536,0.0
3704,43,2,1,0,16.0,1,0,1,1,12.0,3.0,1.0,8.3655386,40.0,18.557692,8.5
3705,44,1,1,0,13.0,0,0,1,0,11.0,3.0,,4.8274837,40.0,17.923077,10.916667
3706,43,1,0,0,18.0,1,0,1,1,11.0,13.0,1.0,7.7938762,62.0,10.75,10.75
3709,44,1,1,0,10.0,0,0,1,0,6.0,1.0,1.0,13.164245,40.0,13.551283,12.75
3711,42,1,1,0,12.0,0,0,1,1,6.0,2.0,,6.4366446,30.0,8.25,8.083333
3716,42,1,1,0,12.0,0,0,1,0,6.0,4.0,,7.2157164,40.0,9.2564106,6.4166665
3718,41,1,1,0,16.0,1,0,0,0,11.0,3.0,1.0,6.2318821,40.0,9.0192308,7.1666665
3724,39,1,1,0,14.0,0,0,1,0,6.0,3.0,0.0,6.7632799,40.0,17.884615,2.8333333
3726,40,1,0,0,14.0,0,0,1,1,5.0,3.0,1.0,8.8566837,40.0,13.346154,2.9166667
3728,35,1,1,0,15.0,0,0,1,0,12.0,1.0,1.0,9.1143322,40.0,17.410255,11.25
3731,39,1,0,1,12.0,0,0,1,1,12.0,1.0,1.0,14.710137,40.0,21.666666,21.666666
3732,36,1,0,1,13.0,0,0,1,1,4.0,5.0,0.0,7.979064,40.0,17.865385,6.75
3733,41,1,1,0,12.0,0,0,1,0,12.0,3.0,0.0,8.5185146,40.0,10.115385,9.75
3734,37,1,1,0,12.0,0,0,1,0,5.0,8.0,0.0,18.58292,25.0,15.666667,15.666667
3735,45,1,1,0,11.0,0,1,0,0,8.0,1.0,1.0,9.4623623,45.0,13.980769,5.4166665
3737,44,1,1,0,13.0,0,0,1,0,5.0,1.0,1.0,12.077295,40.0,25.987181,25.916666
3739,43,1,1,0,12.0,0,1,0,0,7.0,3.0,0.0,4.6698866,42.0,13.410255,6.3333335
3744,37,1,0,1,18.0,1,0,1,0,8.0,1.0,,11.705686,40.0,14.788462,0.83333331
3745,41,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,6.7230268,33.0,13.096153,11.333333
3746,39,1,1,0,12.0,0,0,1,1,12.0,3.0,1.0,8.2206116,40.0,13.057693,1.6666666
3748,39,1,1,0,11.0,0,0,1,0,11.0,1.0,1.0,5.8373594,40.0,10.358974,1.4166666
3751,38,1,0,1,17.0,1,0,0,0,12.0,1.0,1.0,7.5684333,40.0,16.711538,8.833333
3752,38,1,1,0,16.0,1,0,1,0,12.0,1.0,0.0,12.286632,40.0,12.839745,2.0833333
3753,41,1,1,0,15.0,0,0,1,0,12.0,1.0,0.0,9.057972,40.0,19.5,3.25
3757,34,1,0,1,12.0,0,0,1,0,12.0,3.0,1.0,10.466988,35.0,7.7115383,5.4166665
3758,38,1,0,1,18.0,1,0,1,1,11.0,1.0,0.0,14.911425,27.0,10.192307,9.916667
3760,43,1,1,0,13.0,0,0,1,0,11.0,13.0,0.0,4.5169058,35.0,7.5320516,1.6666666
3763,37,1,1,0,18.0,1,0,1,0,11.0,13.0,1.0,6.9645681,60.0,12.602564,1.8333334
3766,41,1,1,0,17.0,1,0,1,1,11.0,13.0,1.0,14.323667,40.0,14.615385,5.4166665
3770,45,1,1,0,5.0,0,0,1,0,1.0,10.0,,4.1806021,40.0,9.4423084,0.5
3773,44,1,1,0,18.0,1,0,1,1,11.0,1.0,0.0,8.9049911,40.0,14.692307,1.75
3774,37,1,1,0,12.0,0,0,1,0,6.0,6.0,1.0,12.85829,40.0,13.25,11.416667
3778,43,1,1,0,16.0,1,1,1,0,8.0,3.0,0.0,7.479866,35.0,2.1217949,1.75
3779,41,1,0,0,14.0,0,0,1,0,9.0,3.0,0.0,10.064413,55.0,15.72436,2.1666667
3780,39,2,1,0,12.0,0,0,1,1,11.0,3.0,0.0,7.9388032,40.0,14.391026,3.4166667
3782,39,1,0,1,15.0,0,0,1,1,12.0,3.0,1.0,9.29146,40.0,20.833334,20.833334
3783,37,1,1,0,15.0,0,0,1,1,11.0,3.0,1.0,8.0917835,40.0,18.076923,13.25
3786,41,1,0,0,15.0,0,0,1,0,12.0,1.0,1.0,8.9049911,40.0,14.865385,7.6666665
3790,43,1,0,0,14.0,0,0,1,1,7.0,4.0,0.0,8.6714935,50.0,2.0576923,1.5833334
3794,37,1,1,0,16.0,1,0,1,1,8.0,1.0,,16.722406,20.0,8.7692308,0.25
3798,35,1,1,0,11.0,0,0,0,0,7.0,3.0,0.0,5.4589362,40.0,12.596154,11.333333
3799,44,1,1,0,13.0,0,0,1,1,11.0,3.0,1.0,5.2334948,25.0,4.2307692,3.75
3801,34,1,1,0,12.0,0,0,0,0,7.0,3.0,0.0,8.0515299,40.0,15.25,3.3333333
3803,41,1,1,0,14.0,0,1,1,0,11.0,1.0,,28.152193,55.0,15.307693,4.5
3804,39,1,0,0,16.0,1,0,1,0,11.0,1.0,0.0,5.225441,40.0,14.564103,1.0
3806,35,1,1,0,12.0,0,0,1,1,11.0,13.0,0.0,3.7842166,30.0,5.9294872,4.75
3807,38,1,1,0,13.0,0,0,1,1,6.0,3.0,0.0,3.1400964,26.0,15.326923,0.33333334
3811,38,1,1,0,12.0,0,0,1,1,12.0,3.0,0.0,8.8566837,40.0,17.01923,16.833334
3812,42,1,1,0,12.0,0,0,1,1,11.0,3.0,0.0,5.2591949,40.0,15.314102,5.1666665
3813,42,1,0,0,12.0,0,0,1,0,4.0,2.0,0.0,4.8309178,40.0,9.2884617,1.25
3814,40,1,1,0,12.0,0,0,1,0,8.0,3.0,,3.6231885,40.0,5.2307692,1.0
3815,37,3,1,0,12.0,0,0,1,0,5.0,3.0,1.0,12.681161,40.0,16.794872,16.75
3816,34,3,1,0,13.0,0,0,1,0,7.0,2.0,0.0,11.618352,40.0,16.044872,0.16666667
3820,37,1,0,0,10.0,0,0,1,0,7.0,3.0,,4.6486878,40.0,14.903847,14.5
3821,35,1,1,0,12.0,0,0,1,0,11.0,3.0,0.0,5.2257524,40.0,7.1346154,0.83333331
3822,44,1,1,0,16.0,1,0,1,0,11.0,13.0,1.0,9.581316,11.0,6.3461537,1.25
3823,42,1,1,0,18.0,1,0,1,0,11.0,13.0,0.0,17.02898,50.0,9.5576925,9.333333
3828,35,1,0,0,14.0,0,0,1,0,6.0,2.0,,32.158459,50.0,11.967949,3.6666667
3832,36,1,1,0,12.0,0,0,1,0,8.0,3.0,0.0,3.220612,15.0,11.0,2.5833333
3836,41,1,1,0,12.0,0,0,0,0,11.0,6.0,0.0,5.1771307,20.0,13.50641,11.666667
3844,40,1,1,0,11.0,0,0,1,0,,,1.0,3.1723018,16.0,4.025641,0.0
3845,41,1,1,0,10.0,0,1,0,0,6.0,2.0,0.0,4.0257649,40.0,5.1153846,3.5833333
3848,36,1,1,0,11.0,0,0,1,0,4.0,3.0,0.0,6.9645681,40.0,10.525641,5.5833335
3850,38,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,8.8325243,40.0,14.826923,13.5
3852,37,1,1,0,12.0,0,0,1,0,10.0,3.0,0.0,9.7584505,40.0,8.5576925,0.41666666
3856,35,3,0,1,15.0,0,0,1,1,11.0,1.0,0.0,7.4396124,50.0,12.743589,4.5833335
3858,36,3,1,0,14.0,0,0,1,0,4.0,2.0,0.0,10.32206,45.0,15.0,1.4166666
3861,38,3,0,1,16.0,1,0,1,1,7.0,1.0,,4.8274837,40.0,13.333334,1.25
3863,37,3,0,1,17.0,1,0,1,0,12.0,3.0,0.0,12.777775,40.0,13.192308,1.4166666
3864,42,3,1,0,16.0,1,0,1,0,4.0,1.0,0.0,9.5974236,50.0,14.096153,8.0
3865,43,3,1,0,13.0,0,0,1,0,12.0,3.0,1.0,7.7616749,40.0,21.217949,21.166666
3873,35,3,1,0,18.0,1,0,1,1,11.0,1.0,0.0,25.805145,60.0,14.057693,6.75
3876,44,3,1,0,12.0,0,0,1,0,11.0,8.0,0.0,3.220612,15.0,8.8397436,8.75
3878,43,3,1,0,16.0,1,0,1,0,12.0,1.0,1.0,9.7584505,40.0,18.442308,10.0
3880,44,1,0,0,14.0,0,0,1,0,11.0,1.0,,4.6486878,40.0,13.076922,1.75
3881,35,1,0,0,12.0,0,0,1,0,6.0,2.0,0.0,4.2270532,40.0,8.1474361,1.5833334
3882,41,1,1,0,14.0,0,0,0,0,11.0,3.0,0.0,9.001606,33.0,12.615385,9.75
3886,41,1,0,0,13.0,0,0,0,0,11.0,1.0,1.0,7.4396124,40.0,13.192307,4.0
3891,42,1,0,0,18.0,1,0,1,0,4.0,3.0,0.0,10.668277,40.0,12.750001,2.6666667
3893,38,1,0,0,18.0,1,1,1,0,11.0,2.0,0.0,15.48309,50.0,14.826923,9.916667
3899,45,1,0,0,12.0,0,0,1,1,7.0,3.0,0.0,7.689208,38.0,9.5384617,1.75
3900,38,1,1,0,16.0,1,0,0,0,11.0,13.0,0.0,3.4219003,40.0,4.5705128,0.91666669
3903,38,1,1,0,12.0,0,0,1,1,5.0,3.0,1.0,10.064413,40.0,17.288462,17.25
3905,36,1,1,0,14.0,0,0,1,1,4.0,11.0,0.0,4.3397741,60.0,9.75,1.5
3910,42,1,1,0,12.0,0,0,1,0,11.0,3.0,,5.0167227,36.0,13.333333,12.666667
3911,43,1,0,0,11.0,0,0,1,1,11.0,8.0,0.0,5.4267292,48.0,11.416666,1.75
3915,38,1,0,0,12.0,0,0,1,1,4.0,5.0,,5.8132024,50.0,12.320513,1.0
3918,38,1,1,0,16.0,1,0,1,0,11.0,2.0,0.0,10.32206,42.0,8.4615383,1.9166666
3919,40,1,1,0,14.0,0,0,1,0,11.0,2.0,0.0,11.537839,40.0,16.326923,8.333333
3922,35,1,0,1,17.0,1,0,1,1,5.0,5.0,1.0,11.610305,40.0,14.211538,10.916667
3923,35,1,0,0,12.0,0,0,1,0,7.0,3.0,0.0,5.8615127,40.0,7.8076925,5.25
3929,39,1,1,0,14.0,1,0,1,0,11.0,3.0,0.0,6.8840547,45.0,19.391026,19.333334
3930,38,1,0,0,12.0,0,0,1,0,4.0,3.0,,8.3612032,40.0,18.51923,3.0833333
3933,39,1,1,0,12.0,0,0,1,0,6.0,4.0,1.0,9.29146,25.0,7.1538467,3.5833333
3934,38,1,1,0,15.0,0,0,1,0,4.0,1.0,0.0,10.177135,40.0,15.22436,13.583333
3935,39,1,1,0,12.0,0,0,1,0,11.0,2.0,0.0,11.014487,45.0,9.166667,7.4166665
3937,44,1,1,0,12.0,0,1,1,1,5.0,8.0,1.0,21.384863,20.0,5.5,5.5
3941,43,2,0,1,11.0,0,0,1,1,6.0,8.0,0.0,7.4476643,40.0,7.8782048,6.8333335
3945,37,1,1,0,12.0,0,0,1,0,4.0,3.0,1.0,6.8438005,20.0,13.076922,9.916667
3946,37,1,1,0,10.0,0,0,1,0,4.0,3.0,0.0,6.7391267,40.0,13.0,12.416667
3952,41,1,0,0,12.0,0,0,1,0,6.0,2.0,0.0,10.668277,40.0,16.096155,4.75
3953,38,1,1,0,15.0,0,1,1,1,12.0,3.0,1.0,25.805145,30.0,17.115385,7.0
3955,35,1,1,0,16.0,1,0,1,0,4.0,3.0,0.0,12.850242,40.0,15.75,12.0
3956,41,1,1,0,16.0,1,0,1,1,11.0,3.0,0.0,6.634459,35.0,13.115385,5.4166665
3962,36,1,1,0,14.0,0,1,1,0,6.0,2.0,,3.510896,55.0,10.653846,1.3333334
3963,34,1,1,0,14.0,0,0,1,1,11.0,1.0,,4.8274837,40.0,12.538462,2.5
3964,37,1,1,0,14.0,0,0,1,0,11.0,3.0,1.0,5.1690807,15.0,7.5576921,1.4166666
3968,36,1,1,0,18.0,1,0,1,0,4.0,3.0,0.0,10.539451,47.0,16.692307,1.1666666
3972,38,1,0,0,14.0,0,0,1,1,8.0,3.0,1.0,3.341383,40.0,3.7628202,1.0833334
3974,43,1,1,0,13.0,0,0,1,0,4.0,2.0,0.0,13.776157,45.0,17.147436,15.583333
3977,38,1,0,0,14.0,0,0,1,0,7.0,3.0,0.0,10.273749,38.0,10.782051,6.8333335
3978,35,1,1,0,14.0,0,0,1,0,8.0,3.0,0.0,7.4315586,50.0,13.26923,4.0
3983,43,2,1,0,12.0,0,0,1,0,4.0,5.0,0.0,20.494751,40.0,16.057692,3.0
3984,45,1,0,0,11.0,0,0,1,0,6.0,3.0,,4.3447361,40.0,6.4679489,2.1666667
3985,40,1,0,0,12.0,0,1,1,0,4.0,6.0,0.0,6.2801929,40.0,13.173077,4.4166665
3988,45,1,0,0,12.0,0,0,0,0,12.0,2.0,0.0,10.217388,45.0,21.166666,21.166666
3990,45,1,1,0,11.0,0,0,0,0,11.0,8.0,1.0,7.1578097,40.0,9.2948723,8.166667
3991,41,1,0,1,12.0,0,0,0,0,8.0,8.0,0.0,3.7198057,35.0,19.679485,19.583334
3994,34,1,1,0,12.0,0,0,0,0,6.0,6.0,0.0,3.5024142,40.0,4.4230771,0.16666667
3996,37,1,1,0,12.0,0,1,0,0,4.0,4.0,,40.198082,40.0,8.5769234,2.4166667
3997,35,1,1,0,12.0,0,1,1,1,8.0,3.0,0.0,6.5458913,40.0,11.596154,6.1666665
3998,37,1,1,0,18.0,1,1,1,1,11.0,1.0,0.0,13.550715,40.0,14.564102,1.5
3999,35,1,1,0,16.0,1,0,1,0,5.0,2.0,0.0,19.355871,40.0,11.544871,4.5
4001,43,1,1,0,14.0,0,0,1,1,11.0,13.0,0.0,6.5056314,20.0,11.461538,3.75
4003,35,1,1,0,11.0,0,0,1,0,11.0,1.0,0.0,7.8099809,50.0,13.967949,4.4166665
4007,43,1,1,0,16.0,1,1,1,0,11.0,13.0,0.0,9.7584505,40.0,8.8846159,3.8333333
4008,39,1,1,0,12.0,0,0,0,0,11.0,3.0,0.0,6.9726219,40.0,20.04487,2.9166667
4009,39,1,0,0,12.0,0,0,0,0,6.0,8.0,,2.6972613,40.0,11.288462,4.9166665
4011,40,1,0,0,13.0,0,0,0,0,7.0,2.0,0.0,12.399351,45.0,28.884615,23.083334
4013,45,1,1,0,13.0,0,0,0,0,11.0,3.0,0.0,6.4009633,36.0,7.6217947,7.0833335
4014,35,1,1,0,12.0,0,0,0,0,5.0,2.0,0.0,11.151368,50.0,11.846154,4.4166665
4015,37,1,1,0,12.0,0,1,1,0,6.0,13.0,,2.9264214,20.0,10.903846,0.83333331
4017,40,1,1,0,12.0,0,1,1,0,7.0,2.0,0.0,6.9726219,40.0,12.846153,3.6666667
4021,35,1,1,0,12.0,0,0,0,0,11.0,3.0,,4.8274837,40.0,14.788461,10.0
4023,35,1,0,0,12.0,0,0,0,0,12.0,2.0,0.0,6.0466976,40.0,13.442307,2.8333333
4024,42,1,1,0,12.0,0,0,0,0,11.0,8.0,0.0,5.5152969,30.0,11.673077,10.916667
4026,40,1,1,0,10.0,0,0,0,0,1.0,6.0,1.0,5.0241528,36.0,10.596154,1.4166666
4031,43,1,1,0,12.0,0,0,0,0,6.0,8.0,0.0,4.7745543,40.0,18.75,1.5833334
4037,40,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,2.9849496,28.0,4.0576925,1.3333334
4038,43,1,1,0,10.0,0,1,1,1,6.0,8.0,0.0,5.9983873,40.0,6.5192308,0.75
4040,38,1,0,0,16.0,1,0,0,0,6.0,8.0,,3.8619854,20.0,15.410256,0.5
4041,41,1,0,0,14.0,0,0,1,1,5.0,3.0,0.0,6.0305943,40.0,13.628205,2.9166667
4043,35,1,0,0,10.0,0,0,0,0,7.0,3.0,,3.7189493,40.0,13.057693,1.25
4045,36,1,1,0,18.0,1,0,1,1,11.0,13.0,1.0,19.355871,32.0,14.083333,14.083333
4048,38,1,1,0,12.0,0,0,1,0,6.0,3.0,0.0,4.9114323,35.0,7.9935899,4.8333335
4050,38,1,1,0,14.0,0,0,1,0,7.0,2.0,0.0,9.6779356,48.0,16.673077,1.3333334
4051,43,1,0,0,12.0,0,0,1,1,2.0,3.0,0.0,6.5056314,40.0,16.544872,8.583333
4053,41,1,1,0,12.0,0,0,1,1,1.0,2.0,0.0,11.159413,50.0,18.705128,12.666667
4055,39,1,0,0,12.0,0,0,1,0,4.0,1.0,0.0,7.7455678,40.0,10.467949,6.75
4056,41,1,0,0,13.0,0,0,1,1,11.0,2.0,0.0,6.9726219,40.0,8.8653851,3.0833333
4057,37,1,0,0,15.0,0,0,1,1,12.0,3.0,1.0,10.909819,40.0,15.980769,12.5
4064,44,1,0,1,18.0,1,0,1,1,11.0,13.0,1.0,9.0338125,60.0,20.416666,20.416666
4068,36,1,0,0,16.0,1,0,1,0,4.0,3.0,0.0,8.0515299,40.0,13.576923,7.4166665
4069,36,1,1,0,11.0,0,0,1,1,11.0,1.0,0.0,6.7632799,33.0,9.416667,9.416667
4070,35,1,1,0,14.0,0,1,1,1,11.0,8.0,0.0,4.0257649,2.0,7.7564106,1.6666666
4071,43,1,1,0,17.0,1,0,1,0,11.0,13.0,1.0,7.7455678,40.0,7.9615383,3.9166667
4075,40,1,1,0,14.0,0,0,1,1,4.0,4.0,0.0,8.9049911,40.0,16.647436,13.583333
4079,43,2,0,0,15.0,0,0,1,0,11.0,3.0,1.0,8.8164225,25.0,14.198719,5.3333335
4083,39,1,1,0,13.0,0,0,1,1,11.0,5.0,0.0,8.8566837,40.0,16.711538,8.333333
4084,45,1,1,0,12.0,0,0,1,1,11.0,3.0,1.0,6.4090171,40.0,8.1602564,5.0833335
4087,43,1,1,0,12.0,0,0,1,0,4.0,6.0,1.0,6.9147129,64.0,3.0833333,3.0833333
4091,36,1,1,0,12.0,0,0,0,0,6.0,3.0,1.0,8.9291439,40.0,9.2692308,1.3333334
4094,38,1,1,0,14.0,0,0,1,0,11.0,1.0,1.0,8.558774,20.0,4.0641022,1.4166666
4096,43,1,0,0,12.0,0,0,1,1,11.0,3.0,1.0,6.7874336,40.0,5.5,5.5
4099,37,1,1,0,16.0,1,0,1,0,11.0,13.0,,3.8619854,40.0,4.6538463,0.75
4102,38,1,1,0,12.0,0,0,1,0,11.0,3.0,1.0,5.2334948,40.0,9.3653851,2.25
4107,37,1,1,0,12.0,0,0,0,0,4.0,1.0,0.0,5.2334948,42.0,9.5192308,0.16666667
4108,42,1,1,0,12.0,0,0,0,0,12.0,1.0,0.0,7.9388032,40.0,13.916666,10.25
4110,37,1,0,1,18.0,1,0,1,0,11.0,13.0,1.0,8.2608652,60.0,14.916667,14.916667
4116,39,1,0,0,13.0,0,0,0,0,11.0,1.0,0.0,5.6360707,30.0,8.1153851,3.8333333
4118,41,1,0,0,12.0,0,0,0,0,5.0,3.0,1.0,9.6779356,40.0,22.198719,22.166666
4120,45,1,1,0,12.0,0,0,1,0,7.0,4.0,0.0,8.7761631,30.0,14.820513,1.0
4121,37,1,0,0,12.0,0,0,1,0,7.0,4.0,,6.6585989,29.0,11.615384,0.66666669
4124,39,2,0,1,12.0,0,0,1,1,9.0,6.0,,6.050869,38.0,16.134615,1.0
4125,42,1,0,0,16.0,1,0,1,1,4.0,1.0,0.0,12.391304,40.0,17.711538,15.333333
4126,40,1,1,0,12.0,0,0,1,0,3.0,3.0,,3.7625415,32.0,2.7884614,1.3333334
4127,41,1,1,0,12.0,0,0,1,0,4.0,6.0,1.0,8.2367105,40.0,18.192307,15.833333
4128,41,1,1,0,12.0,0,0,1,0,7.0,3.0,0.0,6.5056314,10.0,12.711538,11.833333
4129,42,1,1,0,12.0,0,1,1,1,11.0,3.0,0.0,6.6425118,40.0,8.2692308,1.0
4130,44,1,0,0,18.0,1,0,1,0,4.0,3.0,,38.709259,40.0,12.903846,2.6666667
4131,42,3,1,0,14.0,1,0,0,0,4.0,6.0,1.0,1.8060199,40.0,2.4807692,0.16666667
4132,40,1,0,1,14.0,0,0,1,0,5.0,6.0,1.0,12.512074,52.0,17.512821,12.833333
4133,39,1,1,0,17.0,1,0,0,0,12.0,2.0,1.0,22.584532,40.0,12.903846,0.5
4135,38,1,1,0,12.0,0,1,0,0,12.0,3.0,0.0,5.5394502,40.0,12.762821,9.916667
4136,41,3,1,0,17.0,1,0,1,0,12.0,1.0,1.0,12.206116,40.0,15.596154,5.5
4142,42,2,1,0,17.0,1,0,1,1,5.0,3.0,1.0,10.466988,40.0,12.019231,5.25
4145,37,1,0,0,11.0,0,0,1,1,6.0,2.0,0.0,12.077295,40.0,12.333333,6.1666665
4147,35,1,0,0,12.0,0,0,1,1,12.0,3.0,0.0,11.030594,40.0,15.423077,3.4166667
4148,40,1,1,0,10.0,0,0,0,0,11.0,8.0,0.0,3.8083735,40.0,13.115385,11.5
4149,40,1,1,0,12.0,0,0,0,0,8.0,4.0,0.0,4.8309178,30.0,7.4038467,2.75
4156,36,3,1,0,13.0,0,0,0,0,9.0,8.0,,6.2709026,12.0,5.6025639,0.41666666
4157,36,1,1,0,12.0,0,0,0,0,9.0,7.0,0.0,4.3896322,45.0,1.6025641,0.33333334
4160,36,1,1,0,11.0,0,0,1,1,6.0,2.0,0.0,6.3204498,50.0,11.961538,5.3333335
4163,38,1,0,1,12.0,0,0,0,0,9.0,8.0,0.0,3.220612,30.0,4.6923079,1.5
